species_id,scientific_name,aphia_id_lsid,family,genus,common_name,habitat_zone,depth_min_m,depth_max_m,ecological_response,evidence_source,temp_pref_min_c,temp_pref_max_c,salinity_min_psu,salinity_max_psu,hypoxia_avoidance_threshold_umol_kg
COCCONEIS_DISTANS,Cocconeis distans,urn:lsid:marinespecies.org:taxname:156538,Cocconeidaceae,Cocconeis,,marine_unclassified,,,Marine taxa classified under family Cocconeidaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
CALONEIS_MADRASPATENSIS,Caloneis madraspatensis,urn:lsid:marinespecies.org:taxname:957481,Naviculaceae,Caloneis,,marine_unclassified,,,Marine taxa classified under family Naviculaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
PLEUROSIGMA_CARINATUM,Pleurosigma carinatum,urn:lsid:marinespecies.org:taxname:549217,Pleurosigmataceae,Pleurosigma,,pelagic,,,Habitat zone: pelagic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly pelagic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
PROROCENTRUM_MAXIMUM,Prorocentrum maximum,urn:lsid:marinespecies.org:taxname:110302,Prorocentraceae,Prorocentrum,,benthic,,,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
NAVICULA_SPECTABILIS,Navicula spectabilis,urn:lsid:marinespecies.org:taxname:593852,Naviculaceae,Navicula,,benthic,,,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
CAMPYLODISCUS_HODGSONII,Campylodiscus hodgsonii,urn:lsid:marinespecies.org:taxname:178038,Surirellaceae,Campylodiscus,,marine_unclassified,,,Marine taxa classified under family Surirellaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
PSAMMODICTYON_CONSTRICTUM_F_PARVUM,Psammodictyon constrictum f. parvum,urn:lsid:marinespecies.org:taxname:176400,,Psammodictyon,,marine_unclassified,,,Marine taxa classified under family unassigned in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
NITZSCHIA_TRYBLIONELLA,Nitzschia tryblionella,urn:lsid:marinespecies.org:taxname:149214,Bacillariaceae,Nitzschia,,benthic,,,Marine organism residing in benthic zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
THALAMOPORELLA_GOTHICA_INDICA,Thalamoporella gothica indica,urn:lsid:marinespecies.org:taxname:224078,Thalamoporellidae,Thalamoporella,,sessile,,,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
ACHNANTHES_COARCTATA_VAR_PARALLELLA,Achnanthes coarctata var. parallella,urn:lsid:marinespecies.org:taxname:968956,Achnanthaceae,Achnanthes,,pelagic,,,Habitat zone: pelagic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly pelagic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
CONOPEUM_SEURATI,Conopeum seurati,urn:lsid:marinespecies.org:taxname:111352,Electridae,Conopeum,,sessile,,,"Habitat zone: sessile. Biology & Ecological Notes: A euryhaline species, inhabits lagoons (Ref. 2779).  This is a suspension feeder (Ref. 3477). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",SeaLifeBase,24.0,29.5,32.0,36.5,60.0
CONOPEUM_ERIOPHORUM,Conopeum eriophorum,urn:lsid:marinespecies.org:taxname:595619,Electridae,Conopeum,,sessile,0.0,63.7,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
GYMNODINIUM_HETEROSTRIATUM,Gymnodinium heterostriatum,urn:lsid:marinespecies.org:taxname:232778,Gymnodiniaceae,Gymnodinium,,marine_unclassified,,,Marine taxa classified under family Gymnodiniaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
BEANIA_CLAVATA,Beania clavata,urn:lsid:marinespecies.org:taxname:1027541,Beaniidae,Beania,,sessile,119.0,280.9,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
PSEUDONITZSCHIA_SERIATA,Pseudonitzschia seriata,urn:lsid:marinespecies.org:taxname:968792,Bacillariaceae,Pseudonitzschia,,host,,,Habitat zone: host. Biology & Ecological Notes: Genus-level ecological classification: Predominantly host marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
PAGURAPSEUDOPSIS_GYMNOPHOBIA,Pagurapseudopsis gymnophobia,urn:lsid:marinespecies.org:taxname:819483,Pagurapseudopsididae,Pagurapseudopsis,,benthic,,,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
PROTOPERIDINIUM_COMPRESSUM,Protoperidinium compressum,urn:lsid:marinespecies.org:taxname:233424,Protoperidiniaceae,Protoperidinium,,pelagic,,,Habitat zone: pelagic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly pelagic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
CHROOCOCCUS_TURGIDUS,Chroococcus turgidus,urn:lsid:marinespecies.org:taxname:146566,Chroococcaceae,Chroococcus,,epiphytic,,,Habitat zone: epiphytic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly epiphytic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
SACCOCIRRUS_MINOR,Saccocirrus minor,urn:lsid:marinespecies.org:taxname:331177,Saccocirridae,Saccocirrus,,benthic,,,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
AMPHORA_ANGUSTA,Amphora angusta,urn:lsid:marinespecies.org:taxname:160677,Catenulaceae,Amphora,,benthic,,,Marine organism residing in benthic zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
ENOPLOLAIMUS_PROPINQUUS,Enoplolaimus propinquus,urn:lsid:marinespecies.org:taxname:121860,Thoracostomopsidae,Enoplolaimus,,marine_unclassified,,,Marine taxa classified under family Thoracostomopsidae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
MASTOGLOIA_MINUTA,Mastogloia minuta,urn:lsid:marinespecies.org:taxname:968380,Mastogloiaceae,Mastogloia,,sessile,,,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
BUGULOPSIS_PEACHII,Bugulopsis peachii,urn:lsid:marinespecies.org:taxname:111255,Candidae,Bugulopsis,,benthic,6.0,1733.0,Marine organism residing in benthic zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,SeaLifeBase,18.0,26.0,34.0,36.2,45.0
PROTOPERIDINIUM_SUBINERME,Protoperidinium subinerme,urn:lsid:marinespecies.org:taxname:162791,Protoperidiniaceae,Protoperidinium,,pelagic,,,Marine organism residing in pelagic zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
ACTINOPTYCHUS_UNDULATUS,Actinoptychus undulatus,urn:lsid:marinespecies.org:taxname:959193,Heliopeltaceae,Actinoptychus,,pelagic,,,Habitat zone: pelagic. Biology & Ecological Notes: This species is found in neritic areas pelagic or attached to various marine life (Ref. 87872). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase_Synonym,24.0,29.5,32.0,36.5,60.0
ALCYONIDIUM_POLYOUM,Alcyonidium polyoum,urn:lsid:marinespecies.org:taxname:153717,Alcyonidiidae,Alcyonidium,,sessile,1.0,53.0,"Habitat zone: sessile. Biology & Ecological Notes: Minimum depth from Ref. 116066. Epibenthic, encrusting (Ref. 116066).  This is a suspension feeder, that feeds on diatoms and unicellular algae (Ref. 3477). Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.",SeaLifeBase,24.0,29.5,32.0,36.5,60.0
TRISSONCHULUS_ACUTUS,Trissonchulus acutus,urn:lsid:marinespecies.org:taxname:227813,Ironidae,Trissonchulus,,benthic,,,Marine organism residing in benthic zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
CRISULARIA_PLUMOSA,Crisularia plumosa,urn:lsid:marinespecies.org:taxname:111159,Bugulidae,Crisularia,,sessile,15.0,20.0,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
PERIDINIUM_ANNULATUM,Peridinium annulatum,urn:lsid:marinespecies.org:taxname:629510,Peridiniaceae,Peridinium,,marine_unclassified,,,Marine taxa classified under family Peridiniaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
ACTINOPTYCHUS_SPLENDENS,Actinoptychus splendens,urn:lsid:marinespecies.org:taxname:148949,Heliopeltaceae,Actinoptychus,,marine_unclassified,,,Marine taxa classified under family Heliopeltaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
EPACANTHION_BUETSCHLII,Epacanthion buetschlii,urn:lsid:marinespecies.org:taxname:121868,Thoracostomopsidae,Epacanthion,,benthic,,,Marine organism residing in benthic zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
THALASSIOSIRA_AUSTRALIS,Thalassiosira australis,urn:lsid:marinespecies.org:taxname:341509,Thalassiosiraceae,Thalassiosira,,marine_unclassified,,,Marine taxa classified under family Thalassiosiraceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
CALYPTOTHECA_PARCIMUNITA,Calyptotheca parcimunita,urn:lsid:marinespecies.org:taxname:469913,Lanceoporidae,Calyptotheca,,sessile,,,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
GRAMMATOPHORA_SERPENTINA,Grammatophora serpentina,urn:lsid:marinespecies.org:taxname:149340,Striatellaceae,Grammatophora,,marine_unclassified,,,Marine taxa classified under family Striatellaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
SCRUPOCABEREA_MADERENSIS,Scrupocaberea maderensis,urn:lsid:marinespecies.org:taxname:111246,Candidae,Scrupocaberea,,marine_unclassified,,,Marine taxa classified under family Candidae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
METAPHANODERMA_CAMPBELLI,Metaphanoderma campbelli,urn:lsid:marinespecies.org:taxname:121821,Phanodermatidae,Metaphanoderma,,marine_unclassified,,,Marine taxa classified under family Phanodermatidae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
PROCHROMADORELLA_QUINQUEPAPILLATA,Prochromadorella quinquepapillata,urn:lsid:marinespecies.org:taxname:120713,Chromadoridae,Prochromadorella,,pelagic,,,Habitat zone: pelagic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly pelagic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
LICMOPHORA_FLABELLATA,Licmophora flabellata,urn:lsid:marinespecies.org:taxname:962773,Licmophoraceae,Licmophora,,sessile,,,Marine organism residing in sessile zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
SCRUPOCELLARIA_MURICATA,Scrupocellaria muricata,urn:lsid:marinespecies.org:taxname:111251,Candidae,Scrupocellaria,,sessile,7.5,71.7,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
SPHAEROLAIMUS_MAEOTICUS,Sphaerolaimus maeoticus,urn:lsid:marinespecies.org:taxname:121495,Sphaerolaimidae,Sphaerolaimus,,benthic,,,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
EPACANTHION_PELLUCIDUM,Epacanthion pellucidum,urn:lsid:marinespecies.org:taxname:121877,Thoracostomopsidae,Epacanthion,,benthic,,,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
COSMARIUM,Cosmarium,urn:lsid:marinespecies.org:taxname:478557,Desmidiaceae,Cosmarium,,pelagic,,,Habitat zone: pelagic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly pelagic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
ONYX_PERFECTUS,Onyx perfectus,urn:lsid:marinespecies.org:taxname:122295,Desmodoridae,Onyx,,marine_unclassified,,,Marine taxa classified under family Desmodoridae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
DIPLONEIS_BOLDTIANA_VAR_ROBUSTA,Diploneis boldtiana var. robusta,urn:lsid:marinespecies.org:taxname:649882,Diploneidaceae,Diploneis,,pelagic,,,Habitat zone: pelagic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly pelagic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
PORICELLA_LANCEOLATA,Poricella lanceolata,urn:lsid:marinespecies.org:taxname:422319,Arachnopusiidae,Poricella,,sessile,10.0,98.5,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 18.0–26.0 °C; Salinity 34.0–36.2 PSU; Hypoxia avoidance floor 45.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,18.0,26.0,34.0,36.2,45.0
HESIONIDES_PECULIARIS,Hesionides peculiaris,urn:lsid:marinespecies.org:taxname:328345,Microphthalmidae,Hesionides,,benthic,,,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
MASTOGLOIA_DOLOSA,Mastogloia dolosa,urn:lsid:marinespecies.org:taxname:968729,Mastogloiaceae,Mastogloia,,sessile,,,Habitat zone: sessile. Biology & Ecological Notes: Genus-level ecological classification: Predominantly sessile marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
NAVICULA_HIPPOCAMPUS_VAR_HIPPOCAMPUS,Navicula hippocampus var. hippocampus,urn:lsid:marinespecies.org:taxname:172561,Naviculaceae,Navicula,,benthic,,,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
LICMOPHORA_JUERGENSII,Licmophora juergensii,urn:lsid:marinespecies.org:taxname:172634,Licmophoraceae,Licmophora,,marine_unclassified,,,Marine taxa classified under family Licmophoraceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
DIPLONEIS_LITTORALIS,Diploneis littoralis,urn:lsid:marinespecies.org:taxname:149404,Diploneidaceae,Diploneis,,pelagic,,,Habitat zone: pelagic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly pelagic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
ENOPLOIDES_BRUNETTII,Enoploides brunettii,urn:lsid:marinespecies.org:taxname:121838,Thoracostomopsidae,Enoploides,,benthic,,,Marine organism residing in benthic zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
NAVICULA_MARINA,Navicula marina,urn:lsid:marinespecies.org:taxname:962871,Naviculaceae,Navicula,,benthic,,,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
TETRAMPHORA_DECUSSATA,Tetramphora decussata,urn:lsid:marinespecies.org:taxname:160689,,Tetramphora,,marine_unclassified,,,Marine taxa classified under family unassigned in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
BATHYLAIMUS_CAPACOSUS,Bathylaimus capacosus,urn:lsid:marinespecies.org:taxname:122237,Tripyloididae,Bathylaimus,,demersal,,,Marine organism residing in demersal zone across the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
NAVICULA_HUMEROSA_F_HUMEROSA,Navicula humerosa f. humerosa,urn:lsid:marinespecies.org:taxname:149438,Naviculaceae,Navicula,,benthic,,,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
AMPHORA_LAEVIS,Amphora laevis,urn:lsid:marinespecies.org:taxname:149530,Catenulaceae,Amphora,,marine_unclassified,,,Marine taxa classified under family Catenulaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
COSCINODISCUS_OCULUS_IRIDIS,Coscinodiscus oculus-iridis,urn:lsid:marinespecies.org:taxname:341484,Coscinodiscaceae,Coscinodiscus,,marine_unclassified,,,Marine taxa classified under family Coscinodiscaceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
ONCHOLAIMUS_BRACHYCERCUS,Oncholaimus brachycercus,urn:lsid:marinespecies.org:taxname:122165,Oncholaimidae,Oncholaimus,,benthic,,,Habitat zone: benthic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly benthic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
COSCINODISCUS_CONCINNOIDES,Coscinodiscus concinnoides,urn:lsid:marinespecies.org:taxname:959385,Coscinodiscaceae,Coscinodiscus,,pelagic,,,Habitat zone: pelagic. Biology & Ecological Notes: Genus-level ecological classification: Predominantly pelagic marine taxa. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,FishBase/SeaLifeBase_Genus_Inference,24.0,29.5,32.0,36.5,60.0
GYROSIGMA_SCALPROIDES,Gyrosigma scalproides,urn:lsid:marinespecies.org:taxname:149498,Pleurosigmataceae,Gyrosigma,,marine_unclassified,,,Marine taxa classified under family Pleurosigmataceae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,WoRMS/IndOBIS,24.0,29.5,32.0,36.5,60.0
MESODINIUM_RUBRUM,Mesodinium rubrum,urn:lsid:marinespecies.org:taxname:232069,Mesodiniidae,Mesodinium,,marine_unclassified,,,Marine taxa classified under family Mesodiniidae in the Indian Ocean basin. Environmental tolerance limits: Preferred Temp 24.0–29.5 °C; Salinity 32.0–36.5 PSU; Hypoxia avoidance floor 60.0 µmol/kg.,SeaLifeBase,24.0,29.5,32.0,36.5,60.0
